carat,cut,color,clarity,depth,table,price,x,y,z
0.58,Ideal,G,VS1,62.6,54.0,1884,5.3,5.34,3.33
1.24,Premium,H,SI2,61.2,57.0,5694,7.02,6.87,4.25
1.06,Ideal,F,I1,61.8,55.0,3544,6.55,6.58,4.06
0.38,Premium,H,VVS2,62.0,58.0,833,4.62,4.64,2.87
1.22,Premium,D,SI2,62.0,60.0,6046,6.8,6.74,4.2
0.3,Premium,F,VS2,61.5,60.0,776,4.29,4.26,2.63
0.4,Ideal,F,VS1,61.3,56.0,1050,4.76,4.73,2.91
0.28,Very Good,H,VVS2,62.0,55.0,522,4.21,4.23,2.62
1.06,Ideal,H,SI1,62.1,56.0,5020,6.51,6.57,4.06
0.51,Very Good,E,SI1,62.5,57.0,1438,5.06,5.09,3.17
0.3,Good,H,SI1,63.7,56.0,540,4.22,4.2,2.68
0.71,Very Good,E,VVS1,63.0,57.0,3808,5.66,5.7,3.58
1.21,Ideal,I,VS1,61.5,56.0,6691,6.83,6.87,4.22
1.26,Ideal,J,SI1,62.0,56.0,5301,6.9,6.93,4.29
0.81,Premium,G,VS2,62.0,58.0,2994,5.95,5.92,3.68
0.41,Premium,H,SI1,61.7,60.0,876,4.75,4.71,2.92
1.01,Fair,E,I1,64.5,58.0,2788,6.29,6.21,4.03
0.51,Very Good,H,VVS2,62.2,61.0,1577,5.06,5.1,3.16
1.15,Very Good,H,SI2,63.0,54.0,4483,6.64,6.73,4.21
0.54,Ideal,D,VS2,62.6,57.0,1993,5.24,5.18,3.26
0.42,Premium,D,VVS2,62.8,59.0,1241,4.76,4.73,2.98
1.23,Premium,H,VS2,58.5,62.0,6150,7.0,6.98,4.09
1.2,Very Good,I,VS2,61.7,59.0,5884,6.83,6.88,4.23
1.35,Fair,I,VS2,61.6,62.0,7182,7.15,7.1,4.39
0.5,Very Good,H,SI1,63.1,59.0,1181,5.02,4.96,3.15
0.74,Ideal,G,SI2,61.9,55.0,2487,5.82,5.84,3.61
1.71,Premium,J,SI1,61.7,59.0,8690,7.63,7.7,4.73
0.45,Fair,E,VS2,65.8,58.0,951,4.81,4.74,3.14
0.72,Ideal,E,VS2,61.7,55.0,3427,5.8,5.77,3.57
1.0,Very Good,F,VS2,63.2,56.0,6701,6.32,6.37,4.01
2.15,Ideal,I,SI2,61.7,55.0,14519,8.43,8.24,5.14
0.32,Ideal,G,VVS2,62.0,54.0,708,4.39,4.42,2.73
1.29,Ideal,H,VS1,61.8,56.0,9273,6.97,7.02,4.32
0.36,Very Good,I,VS2,61.6,58.0,505,4.52,4.57,2.8
0.53,Premium,E,VS2,61.6,57.0,1813,5.21,5.18,3.2
0.5,Good,F,SI2,57.7,62.0,926,5.22,5.18,3.0
0.71,Ideal,G,VS1,62.7,57.0,2930,5.69,5.73,3.58
0.56,Ideal,D,VS1,62.5,56.0,2292,5.26,5.3,3.3
0.31,Very Good,F,VVS1,59.2,62.0,777,4.34,4.41,2.59
1.01,Very Good,E,VVS1,62.3,56.0,10704,6.41,6.47,4.01
0.43,Premium,G,VS1,61.8,59.0,943,4.83,4.88,3.0
0.71,Very Good,E,SI2,62.2,58.0,2313,5.68,5.73,3.55
0.7,Ideal,H,VS2,63.0,55.0,2536,5.7,5.67,3.58
1.22,Ideal,F,SI2,62.5,56.2,6401,6.81,6.85,4.27
1.52,Ideal,I,IF,62.2,57.0,10419,7.27,7.33,4.54
0.41,Very Good,E,SI1,63.2,57.0,667,4.69,4.74,2.98
0.32,Ideal,I,VVS1,62.0,55.3,553,4.39,4.42,2.73
1.6,Ideal,G,VVS1,60.8,56.0,16339,7.58,7.54,4.6
0.4,Ideal,G,VS2,62.3,54.0,792,4.73,4.77,2.96
0.53,Ideal,E,SI2,61.2,55.0,1229,5.23,5.26,3.21
0.51,Very Good,G,VS1,63.4,57.0,1709,5.08,5.04,3.21
0.32,Premium,G,VS1,59.2,59.0,828,4.47,4.45,2.64
0.33,Very Good,G,SI2,60.0,56.0,460,4.52,4.55,2.73
1.0,Premium,D,SI2,62.4,58.0,4730,6.33,6.36,3.96
0.39,Ideal,D,VS1,61.9,57.0,1095,4.69,4.71,2.91
0.36,Ideal,H,VS2,62.0,55.0,599,4.58,4.63,2.86
0.42,Ideal,H,SI1,62.4,57.0,898,4.79,4.76,2.98
0.74,Premium,I,SI2,59.8,58.0,2042,5.93,5.88,3.53
1.01,Very Good,E,SI2,63.4,58.0,3801,6.43,6.34,4.05
0.53,Ideal,G,VS1,61.2,55.0,1754,5.23,5.26,3.21
1.0,Fair,F,SI1,61.3,62.0,5040,6.45,6.37,3.93
1.0,Fair,H,VS2,64.8,55.0,3819,6.35,6.28,4.09
1.01,Very Good,F,SI2,63.4,60.0,3563,6.33,6.26,3.99
0.9,Good,H,VS2,64.0,57.0,3538,6.14,6.11,3.92
0.4,Ideal,G,SI1,61.0,55.0,855,4.76,4.81,2.92
0.32,Ideal,G,VS1,62.3,55.0,559,4.39,4.41,2.74
0.4,Premium,F,SI1,61.7,62.0,920,4.76,4.71,2.92
0.31,Ideal,F,VS1,61.0,56.0,642,4.38,4.4,2.68
0.32,Ideal,I,VS2,62.2,57.0,576,4.42,4.39,2.74
0.51,Ideal,G,VVS2,61.8,56.0,1974,5.16,5.1,3.17
0.55,Ideal,D,VS1,61.3,56.0,2251,5.28,5.32,3.25
1.52,Premium,I,SI1,60.5,60.0,8852,7.48,7.4,4.5
1.09,Premium,D,SI2,61.2,60.0,5164,6.6,6.64,4.05
0.33,Very Good,G,VS1,61.2,57.0,643,4.46,4.49,2.73
1.6,Fair,D,SI2,64.7,58.0,8666,7.35,7.28,4.73
1.01,Good,E,SI1,56.9,61.0,4928,6.65,6.6,3.77
0.7,Very Good,F,VVS1,59.3,62.0,3270,5.74,5.77,3.41
0.9,Premium,H,SI1,60.7,59.0,3730,6.26,6.19,3.78
1.32,Fair,F,VVS1,58.0,66.0,12648,7.31,7.28,4.23
0.4,Good,D,VVS2,60.8,62.0,1080,4.74,4.77,2.89
0.57,Ideal,H,VS2,60.2,59.0,1573,5.35,5.38,3.23
1.5,Fair,G,VS2,66.2,53.0,10644,7.12,7.08,4.7
0.55,Premium,G,VS2,62.3,56.0,1668,5.29,5.24,3.28
1.01,Very Good,E,VS2,63.2,57.0,6787,6.38,6.35,4.02
0.3,Very Good,G,VS2,63.1,57.0,675,4.28,4.24,2.69
0.4,Good,G,VS1,59.6,61.0,952,4.82,4.85,2.88
0.7,Very Good,F,SI2,61.2,57.0,2100,5.67,5.74,3.49
1.4,Very Good,G,VS1,59.9,56.0,11584,7.31,7.34,4.39
1.52,Premium,J,VS1,62.0,59.0,8110,7.34,7.36,4.56
0.3,Ideal,H,SI1,62.2,57.0,450,4.26,4.29,2.66
0.31,Ideal,G,VVS1,62.6,53.0,789,4.37,4.38,2.74
1.42,Very Good,E,SI1,61.1,62.0,9278,7.17,7.2,4.39
1.01,Very Good,H,VS2,62.1,57.0,5028,6.39,6.45,3.99
1.51,Ideal,G,VS1,61.6,56.0,14542,7.34,7.37,4.53
0.27,Very Good,E,VS1,60.6,59.0,413,4.19,4.22,2.55
0.54,Ideal,H,SI1,62.2,56.0,1240,5.26,5.19,3.25
0.72,Ideal,J,VS2,60.8,59.0,1904,5.76,5.81,3.52
1.03,Ideal,G,VS2,61.3,57.0,6981,6.51,6.54,4.0
0.33,Premium,G,VS1,61.9,59.0,666,4.43,4.45,2.75
1.0,Very Good,F,SI1,63.1,56.0,4474,6.36,6.34,4.01
2.0,Ideal,G,SI2,62.2,57.0,11988,8.13,8.0,5.02
0.31,Premium,E,VVS2,61.9,58.0,1046,4.38,4.35,2.7
1.0,Premium,E,SI2,62.8,59.0,4200,6.34,6.3,3.97
1.01,Ideal,F,VS2,61.6,56.0,7229,6.48,6.45,3.98
0.72,Very Good,H,VS2,61.4,57.0,2462,5.75,5.79,3.54
0.31,Ideal,G,VS1,61.0,55.0,802,4.43,4.39,2.69
0.58,Ideal,G,SI2,62.0,57.0,1134,5.35,5.29,3.3
1.01,Very Good,H,VS2,63.3,58.0,4692,6.33,6.27,3.99
1.51,Very Good,F,VS1,61.7,59.0,15440,7.29,7.33,4.51
1.56,Premium,I,SI1,61.7,59.0,7155,7.44,7.38,4.57
0.9,Good,I,VVS1,62.4,61.0,3972,6.05,6.09,3.79
0.32,Ideal,E,VVS2,62.0,55.0,842,4.38,4.4,2.72
1.01,Very Good,D,SI1,61.8,58.0,5812,6.33,6.38,3.93
0.31,Ideal,E,VVS1,61.7,56.0,924,4.33,4.36,2.68
0.71,Very Good,H,SI1,60.7,60.0,2266,5.73,5.76,3.49
0.9,Ideal,H,SI2,61.8,56.0,4101,6.17,6.2,3.82
1.56,Very Good,J,SI2,61.4,58.0,6662,7.4,7.45,4.56
0.32,Ideal,D,SI2,61.8,55.0,477,4.38,4.42,2.72
0.42,Very Good,G,SI1,61.7,55.0,916,4.78,4.81,2.96
0.43,Ideal,E,VS2,62.0,57.0,1048,4.85,4.82,3.0
1.37,Very Good,I,SI2,63.0,57.0,5584,6.98,7.05,4.42
0.77,Very Good,H,VS1,61.3,60.0,2765,5.88,5.9,3.61
0.4,Ideal,G,VVS1,61.2,56.0,1200,4.79,4.75,2.92
1.15,Very Good,F,SI2,63.1,63.0,4915,6.67,6.57,4.18
0.34,Ideal,H,VS2,60.5,56.0,689,4.58,4.54,2.76
0.4,Premium,F,VS1,60.3,60.0,1050,4.81,4.77,2.89
2.12,Premium,H,SI1,61.1,60.0,18656,8.18,8.26,5.02
1.1,Premium,D,SI1,58.8,61.0,5606,6.73,6.67,3.94
1.06,Premium,D,VS2,59.3,55.0,7479,6.7,6.65,3.96
2.01,Ideal,I,VS1,61.4,59.0,17227,8.06,8.13,4.97
1.0,Good,F,SI2,61.8,58.0,4053,6.43,6.48,3.99
0.73,Ideal,H,VS1,61.9,55.0,2919,5.79,5.76,3.58
1.0,Fair,G,I1,64.9,56.0,2398,6.2,6.14,4.01
0.47,Premium,G,VS2,61.8,60.0,1102,4.98,4.95,3.07
0.32,Ideal,F,VS1,61.6,57.0,716,4.39,4.42,2.71
1.7,Very Good,H,SI2,63.8,55.0,9745,7.47,7.55,4.79
0.33,Ideal,D,VS1,60.9,57.0,957,4.5,4.47,2.73
0.31,Good,G,VS1,63.3,56.0,625,4.29,4.33,2.73
1.5,Good,H,SI2,63.6,60.0,6770,7.3,7.23,4.63
0.32,Premium,E,SI1,60.4,61.0,672,4.42,4.39,2.66
0.32,Very Good,H,SI1,61.9,58.0,449,4.34,4.38,2.7
0.52,Ideal,G,VVS1,61.6,55.0,2063,5.14,5.18,3.18
0.41,Ideal,D,VS2,61.6,55.0,1007,4.74,4.77,2.93
1.02,Premium,G,VS1,60.8,58.0,6505,6.52,6.47,3.95
1.0,Fair,E,SI2,65.2,59.0,4516,6.28,6.27,4.09
1.16,Ideal,G,VVS1,60.5,57.0,9075,6.78,6.83,4.12
1.01,Premium,F,SI2,62.6,54.0,4468,6.38,6.34,3.98
0.34,Ideal,G,VS2,62.0,55.0,765,4.48,4.46,2.77
1.34,Premium,E,VS2,58.2,60.0,8480,7.26,7.21,4.21
0.42,Ideal,D,VS2,62.4,55.0,1031,4.8,4.82,3.0
1.04,Ideal,D,SI1,61.7,57.0,5952,6.55,6.51,4.03
0.4,Very Good,F,VS1,63.1,56.0,895,4.68,4.7,2.96
1.08,Very Good,E,SI2,62.9,59.0,5018,6.44,6.53,4.08
0.41,Very Good,G,SI1,60.3,60.0,719,4.76,4.8,2.88
0.26,Very Good,D,VVS2,60.4,59.0,597,4.15,4.19,2.52
0.27,Very Good,G,VVS2,61.9,57.0,442,4.12,4.15,2.56
0.55,Ideal,D,SI1,60.9,57.0,1840,5.29,5.32,3.23
1.51,Very Good,G,SI1,63.4,58.0,9664,7.19,7.3,4.59
0.52,Ideal,E,VS2,61.5,56.0,1694,5.2,5.18,3.19
0.32,Ideal,G,VS1,61.7,55.0,828,4.43,4.39,2.72
0.33,Premium,H,VVS2,62.4,60.0,854,4.42,4.39,2.75
1.01,Ideal,F,SI1,62.3,55.0,4276,6.38,6.31,3.95
0.5,Very Good,D,SI1,60.6,59.0,1376,5.08,5.12,3.09
0.55,Very Good,G,VS1,62.0,57.0,1786,5.25,5.3,3.27
1.09,Ideal,H,SI1,62.5,56.0,5219,6.58,6.53,4.1
0.63,Very Good,G,VVS2,62.3,55.0,2481,5.5,5.54,3.44
1.22,Very Good,F,SI1,63.1,58.0,6530,6.8,6.74,4.27
1.5,Very Good,J,VVS2,63.3,56.0,8391,7.18,7.29,4.58
1.14,Very Good,E,SI2,62.6,56.0,4915,6.63,6.69,4.17
0.72,Ideal,H,SI1,62.0,57.0,2361,5.73,5.76,3.56
0.3,Premium,F,VS2,61.4,60.0,605,4.29,4.34,2.65
0.71,Very Good,E,VS2,63.4,61.0,2450,5.6,5.57,3.54
0.4,Premium,E,VVS1,61.4,59.0,1397,4.74,4.68,2.89
1.18,Premium,G,VVS2,61.6,58.0,9137,6.77,6.8,4.18
0.44,Premium,E,VS1,60.7,58.0,1238,4.91,4.88,2.97
1.0,Premium,F,VVS1,61.0,60.0,9901,6.43,6.39,3.91
0.42,Premium,H,VVS1,62.0,58.0,1142,4.82,4.79,2.98
0.41,Ideal,E,VS1,62.0,55.0,1079,4.74,4.77,2.95
0.34,Premium,G,SI1,60.8,59.0,650,4.56,4.46,2.74
0.7,Very Good,I,SI1,63.8,59.0,1890,5.56,5.6,3.56
0.6,Premium,G,SI1,60.8,58.0,1286,5.44,5.39,3.29
1.01,Ideal,G,VS2,61.6,57.0,6159,6.41,6.44,3.96
0.23,Premium,F,VVS2,61.3,59.0,445,3.94,3.99,2.43
0.3,Ideal,G,VS1,62.5,57.0,776,4.32,4.29,2.69
1.0,Good,E,SI1,59.3,61.0,4916,6.42,6.53,3.84
2.06,Premium,H,SI2,62.6,58.0,12677,8.06,8.03,5.04
0.41,Good,D,SI1,63.1,57.0,717,4.68,4.73,2.97
2.01,Very Good,I,SI2,61.4,63.0,9781,8.19,7.96,4.96
1.14,Premium,I,VS2,62.8,60.0,5008,6.68,6.59,4.17
1.23,Ideal,F,VS2,61.7,57.0,9547,6.94,6.9,4.27
0.23,Very Good,F,VVS2,61.2,58.0,530,3.96,3.98,2.43
1.51,Ideal,G,SI2,62.3,56.0,9391,7.31,7.37,4.57
0.7,Ideal,H,SI2,61.6,54.0,2110,5.71,5.75,3.53
1.05,Fair,F,SI2,66.0,60.0,3615,6.3,6.22,4.13
0.9,Very Good,I,VS1,63.5,57.0,3484,6.06,6.03,3.84
0.54,Ideal,G,VS1,60.1,57.0,1957,5.29,5.31,3.18
1.0,Very Good,F,SI2,62.6,58.0,4081,6.31,6.37,3.97
0.73,Ideal,I,VS1,62.1,54.0,2167,5.77,5.8,3.59
2.0,Premium,I,VS2,60.7,60.0,16694,8.07,8.02,4.88
0.53,Good,E,SI2,63.4,56.0,1141,5.16,5.18,3.28
0.31,Ideal,G,VS2,62.0,57.0,698,4.37,4.34,2.7
1.5,Premium,H,VS1,59.3,61.0,10584,7.53,7.47,4.45
1.0,Premium,E,VS2,62.8,62.0,6272,6.29,6.26,3.94
0.42,Ideal,G,VVS1,60.0,57.0,1235,4.86,4.84,2.91
0.9,Very Good,H,VS2,62.1,60.0,4064,6.11,6.2,3.82
0.73,Ideal,D,VS2,61.4,56.0,3528,5.78,5.81,3.56
1.01,Premium,E,SI2,60.6,58.0,4044,6.47,6.53,3.94
1.01,Fair,G,SI1,66.9,56.0,4102,6.15,6.22,4.14
0.63,Premium,E,IF,60.3,62.0,2879,5.55,5.53,3.34
0.35,Ideal,F,VVS1,60.6,56.0,994,4.58,4.59,2.78
1.58,Very Good,E,SI1,62.9,59.0,12844,7.38,7.43,4.66
1.51,Premium,D,SI1,62.5,60.0,11760,7.27,7.23,4.54
0.23,Very Good,H,VVS2,62.6,56.0,431,3.92,3.95,2.46
0.46,Ideal,I,VVS2,61.4,57.0,1006,4.96,5.0,3.06
0.3,Premium,G,VS2,61.6,60.0,526,4.28,4.33,2.65
0.78,Ideal,H,SI2,61.9,54.0,2012,5.89,5.85,3.63
2.02,Fair,J,SI2,64.6,55.0,9853,7.93,7.84,5.09
1.19,Premium,I,SI2,59.5,59.0,4498,6.95,6.89,4.12
1.0,Fair,D,SI1,65.9,54.0,4704,6.24,6.2,4.1
1.01,Premium,F,SI2,61.6,58.0,4416,6.39,6.4,3.94
1.09,Ideal,H,SI1,61.9,56.0,4871,6.64,6.61,4.1
0.59,Ideal,F,SI1,62.0,57.0,1561,5.41,5.34,3.33
0.32,Ideal,E,VVS1,62.5,56.0,814,4.38,4.42,2.75
0.26,Good,F,VS1,62.5,56.0,373,4.06,4.1,2.55
0.84,Very Good,D,VS1,60.6,57.0,4443,6.06,6.15,3.7
0.95,Premium,F,SI2,58.4,57.0,2867,6.49,6.41,3.77
0.33,Premium,E,VVS2,61.3,59.0,741,4.44,4.47,2.73
0.25,Ideal,G,VVS1,62.6,56.0,582,4.01,4.05,2.52
0.31,Ideal,E,VVS2,61.0,56.0,1046,4.43,4.39,2.69
0.5,Very Good,G,SI1,60.0,63.0,1197,5.06,5.1,3.05
1.0,Premium,D,SI2,61.6,58.0,4626,6.45,6.37,3.95
0.4,Ideal,F,VVS2,61.7,56.0,1163,4.74,4.72,2.92
0.41,Ideal,F,VS2,60.8,56.0,863,4.8,4.81,2.92
0.61,Premium,F,VVS2,59.7,58.0,2392,5.56,5.53,3.31
0.81,Ideal,E,SI1,62.4,57.0,3109,5.92,5.97,3.71
0.32,Ideal,G,VS2,59.8,57.0,561,4.43,4.46,2.66
0.56,Ideal,G,VS1,60.8,55.0,1837,5.34,5.36,3.25
0.5,Very Good,H,VS1,62.5,58.0,1410,5.04,5.1,3.17
0.31,Premium,G,VS2,62.2,59.0,544,4.3,4.35,2.69
0.38,Ideal,D,SI2,61.1,56.0,633,4.65,4.71,2.86
0.27,Good,E,VS1,57.5,63.0,377,4.24,4.28,2.45
0.79,Ideal,F,SI1,62.0,55.0,3081,5.93,5.95,3.68
1.0,Very Good,F,VS2,62.9,59.0,5929,6.3,6.33,3.97
1.0,Premium,E,SI2,62.2,59.0,4390,6.38,6.35,3.96
0.7,Ideal,F,VVS1,61.0,56.0,4951,5.72,5.75,3.5
0.58,Ideal,D,VS1,61.4,57.0,2067,5.41,5.34,3.3
0.72,Premium,J,SI1,60.4,61.0,1579,5.87,5.82,3.53
0.54,Ideal,D,VVS2,61.3,56.0,2671,5.22,5.26,3.21
0.73,Ideal,G,VVS1,61.3,56.0,3667,5.79,5.82,3.56
0.31,Premium,I,SI1,62.3,58.0,537,4.38,4.35,2.72
0.43,Premium,D,SI1,60.1,58.0,830,4.89,4.93,2.95
0.3,Ideal,H,IF,61.8,55.0,1013,4.31,4.3,2.66
0.54,Ideal,G,VVS2,61.4,55.0,1985,5.22,5.3,3.23
0.41,Very Good,E,VVS2,63.1,58.0,1133,4.75,4.72,2.99
1.13,Ideal,E,VVS2,61.4,57.0,11115,6.69,6.74,4.12
0.39,Good,E,VVS2,61.5,61.0,943,4.73,4.74,2.91
0.7,Good,H,VS2,59.7,57.0,2347,5.75,5.8,3.45
1.51,Very Good,F,VVS2,63.1,56.0,17317,7.32,7.26,4.6
2.0,Premium,F,SI1,62.6,59.0,18493,8.1,8.04,5.05
0.71,Ideal,E,VVS1,62.3,55.0,4231,5.68,5.72,3.55
0.74,Ideal,F,VS1,61.7,56.0,3170,5.83,5.78,3.58
1.21,Fair,E,SI2,65.6,59.0,4926,6.62,6.56,4.32
0.36,Premium,E,VS2,62.0,58.0,1013,4.56,4.54,2.82
0.57,Ideal,F,VS2,60.7,56.0,2096,5.37,5.41,3.27
0.9,Ideal,H,VS2,62.5,53.0,4369,6.17,6.22,3.87
0.53,Ideal,D,VS2,62.6,56.0,1956,5.18,5.14,3.23
0.65,Very Good,I,VVS2,61.3,59.3,1828,5.52,5.59,3.4
1.55,Very Good,G,SI2,61.9,60.0,8873,7.31,7.36,4.54
0.41,Premium,H,VVS2,59.8,60.0,999,4.86,4.79,2.88
0.72,Ideal,E,SI1,60.3,55.0,3012,5.85,5.89,3.54
0.51,Premium,G,SI1,60.3,61.0,1312,5.19,5.12,3.11
0.91,Fair,H,SI1,65.8,58.0,2854,6.04,6.01,3.96
0.92,Very Good,H,VS1,59.7,63.0,4721,6.34,6.29,3.77
1.01,Very Good,F,SI2,61.0,60.0,4121,6.44,6.48,3.94
2.01,Good,I,VS2,63.6,57.0,16003,7.87,7.95,5.03
1.65,Premium,G,I1,62.0,59.0,6788,7.53,7.57,4.68
0.31,Ideal,G,VVS1,60.8,56.0,1046,4.39,4.36,2.66
0.31,Ideal,F,VVS1,61.4,56.0,840,4.37,4.4,2.69
0.3,Ideal,D,VVS1,61.1,57.0,1069,4.36,4.34,2.66
1.02,Very Good,H,SI2,63.4,63.0,3713,6.36,6.32,4.02
1.21,Ideal,G,VS1,62.5,57.0,6025,6.77,6.7,4.21
0.34,Ideal,E,SI1,61.4,54.0,765,4.53,4.5,2.77
1.0,Very Good,G,VVS2,63.0,56.0,7177,6.37,6.4,4.02
0.31,Premium,E,VS1,61.9,56.0,816,4.37,4.32,2.69
0.9,Very Good,D,SI1,62.8,59.0,4693,6.14,6.18,3.87
0.5,Good,G,SI2,63.8,57.0,1009,4.98,5.02,3.19
0.71,Premium,G,SI1,61.2,61.0,2386,5.71,5.66,3.48
1.06,Premium,H,SI1,61.0,58.0,5075,6.61,6.57,4.02
0.71,Ideal,E,VS2,59.5,57.0,3035,5.83,5.86,3.48
0.57,Good,F,SI2,61.9,57.7,1280,5.32,5.34,3.3
1.9,Ideal,I,SI2,60.9,55.0,12165,8.0,8.06,4.89
1.51,Premium,G,VS2,60.4,58.0,11480,7.38,7.43,4.47
0.36,Ideal,D,VS2,61.5,57.0,1094,4.58,4.56,2.81
1.01,Ideal,E,SI1,59.8,60.0,5751,6.56,6.48,3.9
2.32,Ideal,I,SI2,62.0,57.0,17516,8.45,8.49,5.25
1.01,Very Good,F,SI2,60.0,55.0,4425,6.56,6.53,3.93
0.59,Ideal,F,SI2,60.1,57.0,1371,5.45,5.49,3.29
0.36,Ideal,D,SI1,62.7,57.0,663,4.54,4.59,2.86
1.0,Good,F,SI2,56.7,60.0,3858,6.62,6.58,3.74
1.2,Premium,E,VS1,60.7,57.0,10053,6.89,6.81,4.16
0.9,Very Good,H,VS2,60.0,56.0,4255,6.3,6.34,3.79
1.54,Premium,I,SI2,60.1,61.0,7727,7.46,7.41,4.47
0.31,Ideal,G,SI1,61.8,55.0,493,4.38,4.42,2.72
1.09,Premium,G,SI1,62.5,59.0,4322,6.56,6.53,4.09
0.41,Premium,G,VVS1,59.7,60.0,1148,4.85,4.83,2.89
0.55,Ideal,D,VS2,61.0,56.0,1768,5.31,5.28,3.23
1.53,Premium,I,VS2,62.0,58.0,10013,7.36,7.41,4.58
0.92,Premium,I,VS2,60.9,58.0,3895,6.28,6.27,3.82
1.03,Premium,I,SI1,61.6,59.0,4362,6.46,6.49,3.99
0.7,Good,F,VS2,64.3,59.0,2373,5.6,5.56,3.59
0.29,Ideal,F,VS1,61.6,56.0,555,4.26,4.31,2.64
1.5,Very Good,I,SI1,60.3,60.0,8127,7.46,7.43,4.49
0.58,Ideal,E,SI2,62.8,56.0,1346,5.3,5.37,3.35
1.02,Ideal,D,SI1,61.7,56.0,7564,6.4,6.49,3.97
0.54,Ideal,E,VS1,62.0,56.0,1939,5.17,5.25,3.23
1.3,Very Good,I,VS2,62.7,57.0,6290,6.88,6.9,4.32
0.46,Very Good,E,VS1,58.7,60.0,1452,5.08,5.15,3.0
1.0,Ideal,D,VS1,62.4,55.0,7966,6.4,6.43,4.0
1.04,Good,G,VS2,61.4,65.0,5535,6.53,6.47,3.99
1.19,Ideal,I,VS1,61.6,56.0,7328,6.81,6.83,4.2
0.5,Very Good,H,VVS2,62.9,56.0,1569,5.03,5.08,3.18
1.19,Ideal,I,IF,61.7,56.0,7207,6.78,6.81,4.19
1.22,Premium,E,SI1,62.3,59.0,7395,6.8,6.74,4.22
0.8,Ideal,D,SI1,62.2,57.0,3011,5.89,5.85,3.65
0.75,Ideal,G,VS2,60.6,55.0,2991,5.91,5.93,3.59
0.9,Good,F,VS2,65.0,58.0,4268,6.03,6.06,3.93
1.2,Very Good,F,VS1,61.6,61.0,9203,6.81,6.86,4.21
0.31,Ideal,G,SI2,61.6,55.6,429,4.34,4.37,2.69
1.55,Very Good,H,SI1,63.2,57.0,7066,7.35,7.31,4.64
1.5,Very Good,J,VS1,62.2,58.0,8014,7.19,7.27,4.5
1.0,Good,D,VS2,63.1,56.0,7114,6.36,6.4,4.02
0.3,Ideal,F,IF,62.2,53.0,886,4.34,4.38,2.71
0.38,Ideal,G,VVS1,61.7,55.0,993,4.67,4.7,2.89
1.7,Ideal,I,VS1,63.0,55.0,12030,7.75,7.54,4.76
1.04,Very Good,G,VS2,63.4,55.0,6232,6.48,6.42,4.09
0.7,Ideal,F,SI1,61.0,56.0,2700,5.75,5.72,3.5
0.53,Ideal,G,VS1,61.7,55.0,1727,5.22,5.18,3.21
1.09,Good,D,IF,58.7,61.0,16406,6.75,6.85,3.99
0.26,Ideal,I,VS1,61.6,54.0,578,4.08,4.12,2.53
0.7,Ideal,F,VS1,62.4,56.0,3199,5.67,5.65,3.53
0.77,Ideal,G,VS2,62.1,56.0,3544,5.84,5.88,3.64
1.01,Very Good,D,VS2,63.1,58.0,7448,6.34,6.38,4.01
2.22,Fair,J,I1,66.7,56.0,5607,8.04,8.02,5.36
0.7,Very Good,D,SI1,62.4,57.0,3075,5.64,5.67,3.53
1.01,Ideal,G,SI2,61.4,57.0,4803,6.44,6.48,3.97
0.92,Fair,F,SI2,65.1,58.0,3282,6.12,6.07,3.97
1.39,Premium,G,SI1,61.3,59.0,7991,7.24,7.15,4.41
0.57,Very Good,F,SI1,58.6,57.0,1364,5.37,5.59,3.21
1.01,Premium,F,VS2,62.4,58.0,6097,6.43,6.36,3.99
1.11,Very Good,D,SI2,59.9,57.0,5042,6.72,6.74,4.03
0.5,Premium,D,VS2,61.9,58.0,1752,5.04,5.1,3.14
0.71,Ideal,E,VVS2,62.0,57.0,4124,5.7,5.72,3.54
1.03,Ideal,G,VS2,61.1,57.0,7726,6.51,6.54,3.99
0.37,Ideal,F,VVS1,59.2,57.0,1406,4.75,4.71,2.8
0.78,Ideal,D,VS2,62.3,54.0,4183,5.87,5.91,3.67
0.67,Good,G,SI1,62.9,59.0,1811,5.58,5.62,3.52
0.9,Ideal,J,SI1,62.6,54.0,3102,6.16,6.23,3.88
0.31,Ideal,E,VS2,60.8,54.0,872,4.4,4.39,2.67
0.93,Premium,E,I1,62.3,60.0,2647,6.23,6.2,3.87
1.44,Good,G,VS1,63.6,58.0,9677,7.01,6.96,4.44
1.01,Premium,F,SI1,60.3,58.0,4829,6.53,6.61,3.96
0.51,Ideal,E,SI1,60.9,54.0,1355,5.17,5.21,3.16
0.38,Premium,E,VS2,59.2,60.0,1112,4.77,4.73,2.81
0.33,Good,G,SI1,63.2,57.0,492,4.39,4.44,2.79
0.51,Ideal,E,SI1,61.4,56.0,1377,5.15,5.17,3.17
0.63,Ideal,E,VVS1,62.4,56.0,3161,5.48,5.52,3.43
0.52,Premium,E,I1,60.8,60.0,1037,5.2,5.17,3.15
0.51,Ideal,D,VS2,62.2,58.0,1678,5.1,5.12,3.18
0.53,Ideal,H,SI1,61.5,54.0,1205,5.21,5.26,3.22
0.52,Ideal,G,VS2,61.7,56.0,1428,5.15,5.19,3.19
1.2,Premium,G,VS2,59.4,58.0,7258,6.91,6.85,4.09
0.74,Very Good,F,SI1,59.8,58.0,2583,5.89,5.94,3.54
